threshold	alignment_size	SNPs
95	5750	1901221
95	5500	1901329
95	5250	1901332
95	5000	1901559
95	4750	1901530
95	4500	1902125
95	4250	1901246
95	4000	1902039
95	3750	1901838
95	3500	1902055
95	3250	1901005
95	3000	1902007
95	2750	1901377
95	2500	1901908
95	2250	1902029
95	2000	1902558
95	1750	1902351
95	1500	1902686
95	1250	1902432
95	1000	1902756
95	750	1900457
95	500	1903907
95	250	1902916
95	100	1910769
95	75	1903725
95	50	1902365
95	25	1912072
95	10000	1901001
95	9750	1900865
95	9500	1900855
95	9250	1900356
95	9000	1900233
95	8750	1899786
95	8500	1899585
95	8250	1898142
95	8000	1900291
95	7750	1900428
95	7500	1900362
95	7250	1900293
95	7000	1900492
95	6750	1900132
95	6500	1900140
95	6250	1899513
95	6000	1899491
95	5750	1896330
95	5500	1897006
95	5250	1898259
95	5000	1896649
95	4750	1899028
95	4500	1898517
95	4250	1896095
95	4000	1896018
95	3750	1895957
95	3500	1896259
95	3250	1896709
95	3000	1897068
95	2750	1897044
95	2500	1896761
95	2250	1896652
95	2000	1899970
95	1750	1899530
95	1500	1901003
95	1250	1897820
95	1000	1899985
95	750	1896277
95	500	1896361
95	250	1895904
95	100	1894743
95	75	1884499
95	50	1889340
95	25	1911615
95	10000	1900921
95	9750	1901098
95	9500	1901022
95	9250	1901144
95	9000	1901085
95	8750	1901200
95	8500	1901356
95	8250	1901451
95	8000	1901248
95	7750	1901567
95	7500	1901530
95	7250	1901197
95	7000	1901063
95	6750	1900909
95	6500	1901124
95	6250	1900935
95	6000	1901097
95	5750	1901081
95	5500	1901576
95	5250	1901392
95	5000	1901109
95	4750	1901204
95	4500	1901089
95	4250	1900695
95	4000	1900725
95	3750	1900310
95	3500	1900490
95	3250	1900471
95	3000	1900814
95	2750	1900726
95	2500	1901191
95	2250	1900258
95	2000	1900623
95	1750	1899832
95	1500	1901860
95	1250	1902413
95	1000	1902765
95	750	1900716
95	500	1901040
95	250	1897736
95	100	1905312
95	75	1895093
95	50	1907213
95	25	1924382
95	10000	1901053
95	9750	1900543
95	9500	1900755
95	9250	1900305
95	9000	1900639
95	8750	1899689
95	8500	1900268
95	8250	1900521
95	8000	1900315
95	7750	1900224
95	7500	1899968
95	7250	1897470
95	7000	1897703
95	6750	1899035
95	6500	1897146
95	6250	1897149
95	6000	1897277
95	5750	1897260
95	5500	1897912
95	5250	1897883
95	5000	1899878
95	4750	1896819
95	4500	1896587
95	4250	1896391
95	4000	1896586
95	3750	1897255
95	3500	1896665
95	3250	1896275
95	3000	1896303
95	2750	1896348
95	2500	1896350
95	2250	1896385
95	2000	1898357
95	1750	1897538
95	1500	1897423
95	1250	1896654
95	1000	1898522
95	750	1897006
95	500	1895177
95	250	1896189
95	100	1905133
95	75	1891599
95	50	1890650
95	25	1902296
95	10000	1901050
95	9750	1900974
95	9500	1900939
95	9250	1900672
95	9000	1900698
95	8750	1899718
95	8500	1900799
95	8250	1900420
95	8000	1900623
95	7750	1900665
95	7500	1900851
95	7250	1900906
95	7000	1901022
95	6750	1900894
95	6500	1901230
95	6250	1901079
95	6000	1901094
95	5750	1900806
95	5500	1900814
95	5250	1900650
95	5000	1900937
95	4750	1900741
95	4500	1900947
95	4250	1900916
95	4000	1901190
95	3750	1900828
95	3500	1900902
95	3250	1900929
95	3000	1901587
95	2750	1901287
95	2500	1901296
95	2250	1900723
95	2000	1900765
95	1750	1900589
95	1500	1900904
95	1250	1901138
95	1000	1902569
95	750	1901522
95	500	1902016
95	250	1900013
95	100	1908507
95	75	1893227
95	50	1899614
95	25	1908727
80	10000	1978054
80	9750	1977979
80	9500	1978158
80	9250	1977946
80	9000	1976447
80	8750	1976537
80	8500	1976520
80	8250	1976523
80	8000	1976463
80	7750	1977735
80	7500	1978107
80	7250	1978028
80	7000	1978189
80	6750	1978263
80	6500	1978337
80	6250	1978236
80	6000	1978276
80	5750	1977984
80	5500	1978135
80	5250	1977004
80	5000	1976287
80	4750	1976298
80	4500	1976390
80	4250	1976359
80	4000	1976395
80	3750	1976363
80	3500	1976380
80	3250	1976221
80	3000	1976621
80	2750	1976828
80	2500	1976675
80	2250	1976176
80	2000	1976182
80	1750	1975891
80	1500	1975784
80	1250	1975759
80	1000	1975674
