threshold	alignment_size	SNPs
70	6750	52365
70	6500	51520
70	6250	50116
70	6000	49181
70	5750	48007
70	5500	46467
70	5250	45412
70	5000	43865
70	4750	42538
70	4500	41349
70	4250	39906
70	4000	38753
70	3750	37581
70	3500	36121
70	3250	34666
70	3000	32995
70	2750	31077
70	2500	29429
70	2250	27812
70	2000	26122
70	1750	24025
70	1500	21700
70	1250	19783
70	1000	17467
70	750	14536
70	500	11461
70	250	6827
70	100	3722
70	75	3384
70	50	2533
70	25	1553
70	10000	65389
70	9750	64446
70	9500	63071
70	9250	62342
70	9000	61510
70	8750	60698
70	8500	59910
70	8250	58691
70	8000	57700
70	7750	56177
70	7500	54488
70	7250	53717
70	7000	52621
70	6750	51519
70	6500	50718
70	6250	49443
70	6000	48172
70	5750	46479
70	5500	45330
70	5250	44142
70	5000	42656
70	4750	41218
70	4500	39947
70	4250	38505
70	4000	37473
70	3750	36198
70	3500	34919
70	3250	33672
70	3000	31933
70	2750	30950
70	2500	29574
70	2250	27919
70	2000	26281
70	1750	24139
70	1500	22329
70	1250	19977
70	1000	17715
70	750	15151
70	500	12498
70	250	8601
70	100	5384
70	75	4578
70	50	3324
70	25	2748
70	10000	65426
70	9750	64710
70	9500	64136
70	9250	63243
70	9000	62269
70	8750	61502
70	8500	60650
70	8250	59814
70	8000	58364
70	7750	57337
70	7500	56406
70	7250	55604
70	7000	54601
70	6750	53515
70	6500	52260
70	6250	51229
70	6000	50309
70	5750	49022
70	5500	46944
70	5250	45711
70	5000	44645
70	4750	43330
70	4500	42100
70	4250	40868
70	4000	39589
70	3750	38115
70	3500	36297
70	3250	34953
70	3000	33094
70	2750	31429
70	2500	29613
70	2250	27875
70	2000	25867
70	1750	24313
70	1500	22405
70	1250	20017
70	1000	17498
70	750	15188
70	500	12216
70	250	8560
70	100	5177
70	75	4674
70	50	3317
70	25	2088
70	10000	65745
70	9750	64729
70	9500	64135
70	9250	63072
70	9000	62323
70	8750	61624
70	8500	60003
70	8250	58678
70	8000	57698
70	7750	56633
70	7500	55765
70	7250	54759
70	7000	53680
70	6750	52739
70	6500	51555
70	6250	50389
70	6000	49136
70	5750	47897
70	5500	46601
70	5250	45854
70	5000	44580
70	4750	43424
70	4500	42011
70	4250	40673
70	4000	39366
70	3750	37743
70	3500	36329
70	3250	34858
70	3000	33168
70	2750	31536
70	2500	29681
70	2250	28014
70	2000	26075
70	1750	24504
70	1500	22538
70	1250	19076
70	1000	16206
70	750	13810
70	500	10886
70	250	7021
70	100	4570
70	75	4000
70	50	2835
70	25	2168
70	10000	65287
70	9750	63716
70	9500	62877
70	9250	61882
70	9000	60875
70	8750	59863
70	8500	59006
70	8250	58103
70	8000	56766
70	7750	55636
70	7500	54314
70	7250	53358
70	7000	52419
70	6750	51325
70	6500	50316
70	6250	48884
70	6000	47666
70	5750	46274
70	5500	45125
70	5250	43882
70	5000	42740
70	4750	41497
70	4500	40431
70	4250	39292
70	4000	37912
70	3750	35794
70	3500	33882
70	3250	32450
70	3000	30866
70	2750	29752
70	2500	28204
70	2250	26378
70	2000	24815
70	1750	22852
70	1500	21232
70	1250	18855
70	1000	16415
70	750	13517
70	500	10223
70	250	7210
70	100	4699
70	75	4052
70	50	2863
70	25	1571
70	10000	64809
70	9750	63956
70	9500	62951
70	9250	62163
70	9000	61341
70	8750	60514
70	8500	59710
70	8250	58949
70	8000	57907
70	7750	56933
70	7500	56230
70	7250	55344
70	7000	54212
70	6750	53011
70	6500	52009
70	6250	50564
70	6000	49161
70	5750	48183
70	5500	47127
70	5250	46019
70	5000	44669
70	4750	43328
70	4500	41721
70	4250	40393
70	4000	39075
70	3750	37324
70	3500	35913
70	3250	34027
70	3000	32575
70	2750	31008
70	2500	28684
70	2250	26818
70	2000	25168
70	1750	23534
70	1500	22130
70	1250	19649
70	1000	17418
70	750	15086
70	500	11492
70	250	7866
70	100	4642
70	75	3902
70	50	3493
70	25	2450
70	10000	65258
70	9750	64399
70	9500	63595
70	9250	62532
70	9000	61852
70	8750	60668
70	8500	59754
70	8250	58981
70	8000	57739
70	7750	56873
70	7500	55812
70	7250	54747
70	7000	53528
70	6750	52719
70	6500	51546
70	6250	50334
70	6000	49254
70	5750	47816
70	5500	46508
70	5250	45416
70	5000	44116
70	4750	42924
70	4500	41505
70	4250	40202
70	4000	39127
70	3750	37617
70	3500	36212
70	3250	34318
70	3000	32841
70	2750	30914
70	2500	28747
70	2250	27015
70	2000	25484
70	1750	23470
70	1500	21219
70	1250	18997
70	1000	16446
70	750	13457
70	500	10597
70	250	6511
70	100	3620
70	75	2977
70	50	2536
70	25	1262
70	10000	65595
70	9750	64540
70	9500	63353
70	9250	62613
70	9000	61833
70	8750	60426
70	8500	59336
70	8250	58210
70	8000	57323
70	7750	55976
70	7500	55149
70	7250	54191
70	7000	52934
70	6750	51940
70	6500	50792
70	6250	49578
70	6000	48622
70	5750	47165
70	5500	45972
70	5250	44778
70	5000	43691
70	4750	42074
70	4500	40637
70	4250	39570
70	4000	38307
70	3750	37110
70	3500	35691
70	3250	34405
70	3000	32935
70	2750	31202
70	2500	29522
70	2250	27923
70	2000	26236
70	1750	24109
70	1500	21843
70	1250	19566
70	1000	17325
70	750	14464
70	500	12522
70	250	9634
70	100	5561
70	75	4273
70	50	3022
70	25	2313
70	10000	65541
70	9750	64686
70	9500	63521
70	9250	62750
70	9000	62073
70	8750	60922
70	8500	59950
70	8250	59012
70	8000	57552
70	7750	56630
70	7500	55607
70	7250	54600
70	7000	53099
70	6750	51961
70	6500	50967
70	6250	50004
70	6000	49091
70	5750	47834
70	5500	46643
70	5250	45679
70	5000	44630
70	4750	43208
70	4500	42210
70	4250	40972
70	4000	39196
70	3750	37358
70	3500	35702
70	3250	34585
70	3000	33413
70	2750	31962
70	2500	29878
70	2250	28338
70	2000	26357
70	1750	24661
70	1500	22767
70	1250	20912
70	1000	18037
70	750	15593
70	500	12990
70	250	7867
70	100	4726
70	75	3463
70	50	2823
70	25	1527
70	10000	64966
70	9750	64166
70	9500	62976
70	9250	61824
70	9000	60651
70	8750	59655
70	8500	59079
70	8250	57999
70	8000	57159
70	7750	56312
70	7500	55310
70	7250	54263
70	7000	53033
70	6750	52011
70	6500	50840
70	6250	49227
70	6000	48273
70	5750	47121
70	5500	46100
70	5250	44232
70	5000	42905
70	4750	41283
70	4500	39935
70	4250	38826
70	4000	37189
70	3750	35686
70	3500	34388
70	3250	32953
70	3000	31466
70	2750	29881
70	2500	28348
70	2250	26909
70	2000	25351
70	1750	23156
70	1500	21298
70	1250	19134
70	1000	16502
70	750	13739
70	500	11678
70	250	7658
70	100	4699
70	75	3665
70	50	3110
70	25	1463
60	10000	65615
60	9750	64748
60	9500	63846
60	9250	62973
60	9000	62174
60	8750	61368
60	8500	60399
60	8250	59603
60	8000	58835
60	7750	57205
60	7500	55736
60	7250	54690
60	7000	53632
60	6750	52422
60	6500	51576
60	6250	50171
60	6000	49237
60	5750	48063
60	5500	46523
60	5250	45469
60	5000	43922
60	4750	42594
60	4500	41406
60	4250	39961
60	4000	38808
60	3750	37636
60	3500	36175
60	3250	34721
60	3000	33048
60	2750	31126
60	2500	29479
60	2250	27863
60	2000	26169
60	1750	24074
60	1500	21750
60	1250	19835
60	1000	17518
60	750	14581
60	500	11501
60	250	6865
60	100	3752
60	75	3412
60	50	2571
60	25	1590
60	10000	65454
60	9750	64511
60	9500	63135
60	9250	62405
60	9000	61572
60	8750	60760
60	8500	59972
60	8250	58753
60	8000	57762
60	7750	56240
60	7500	54551
60	7250	53779
60	7000	52682
60	6750	51580
60	6500	50779
60	6250	49503
60	6000	48230
60	5750	46536
60	5500	45386
60	5250	44196
60	5000	42709
60	4750	41271
60	4500	39999
60	4250	38554
60	4000	37522
60	3750	36247
60	3500	34968
60	3250	33721
60	3000	31982
60	2750	31000
60	2500	29626
60	2250	27966
60	2000	26331
60	1750	24187
60	1500	22374
60	1250	20023
60	1000	17765
60	750	15193
60	500	12539
60	250	8632
60	100	5409
60	75	4603
60	50	3340
60	25	2767
60	10000	65490
60	9750	64776
60	9500	64201
60	9250	63307
60	9000	62333
60	8750	61565
60	8500	60713
60	8250	59878
60	8000	58427
60	7750	57400
60	7500	56469
60	7250	55667
60	7000	54663
60	6750	53578
60	6500	52322
60	6250	51291
60	6000	50370
60	5750	49079
60	5500	47001
60	5250	45767
60	5000	44701
60	4750	43386
60	4500	42150
60	4250	40920
60	4000	39642
60	3750	38163
60	3500	36349
60	3250	35011
60	3000	33148
60	2750	31483
60	2500	29669
60	2250	27935
60	2000	25926
60	1750	24371
60	1500	22462
60	1250	20069
60	1000	17545
60	750	15232
60	500	12254
60	250	8586
60	100	5193
60	75	4693
60	50	3331
60	25	2098
60	10000	65810
60	9750	64794
60	9500	64200
60	9250	63137
60	9000	62388
60	8750	61690
60	8500	60067
60	8250	58742
60	8000	57758
60	7750	56693
60	7500	55824
60	7250	54816
60	7000	53737
60	6750	52796
60	6500	51612
60	6250	50446
60	6000	49192
60	5750	47952
60	5500	46656
60	5250	45909
60	5000	44634
60	4750	43477
60	4500	42064
60	4250	40727
60	4000	39418
60	3750	37796
60	3500	36382
60	3250	34909
60	3000	33219
60	2750	31587
60	2500	29732
60	2250	28065
60	2000	26125
60	1750	24551
60	1500	22588
60	1250	19124
60	1000	16247
60	750	13848
60	500	10919
60	250	7070
60	100	4603
60	75	4024
60	50	2859
60	25	2202
60	10000	65351
60	9750	63780
60	9500	62942
60	9250	61945
60	9000	60938
60	8750	59925
60	8500	59068
60	8250	58166
60	8000	56829
60	7750	55699
60	7500	54374
60	7250	53418
60	7000	52478
60	6750	51381
60	6500	50371
60	6250	48939
60	6000	47721
60	5750	46328
60	5500	45178
60	5250	43936
60	5000	42790
60	4750	41549
60	4500	40480
60	4250	39342
60	4000	37964
60	3750	35846
60	3500	33933
60	3250	32500
60	3000	30919
60	2750	29805
60	2500	28256
60	2250	26431
60	2000	24873
60	1750	22904
60	1500	21284
60	1250	18906
60	1000	16465
60	750	13562
60	500	10267
60	250	7239
60	100	4729
60	75	4079
60	50	2884
60	25	1583
60	10000	64873
60	9750	64021
60	9500	63016
60	9250	62227
60	9000	61405
60	8750	60576
60	8500	59773
60	8250	59012
60	8000	57970
60	7750	56996
60	7500	56293
60	7250	55406
60	7000	54274
60	6750	53072
60	6500	52069
60	6250	50625
60	6000	49221
60	5750	48243
60	5500	47185
60	5250	46076
60	5000	44727
60	4750	43384
60	4500	41778
60	4250	40450
60	4000	39131
60	3750	37378
60	3500	35963
60	3250	34075
60	3000	32622
60	2750	31056
60	2500	28731
60	2250	26867
60	2000	25223
60	1750	23592
60	1500	22186
60	1250	19700
60	1000	17468
60	750	15138
60	500	11532
60	250	7895
60	100	4670
60	75	3921
60	50	3502
60	25	2460
60	10000	65321
60	9750	64462
60	9500	63657
60	9250	62594
60	9000	61914
60	8750	60730
60	8500	59815
60	8250	59042
60	8000	57798
60	7750	56935
60	7500	55872
60	7250	54806
60	7000	53587
60	6750	52778
60	6500	51605
60	6250	50393
60	6000	49311
60	5750	47874
60	5500	46566
60	5250	45474
60	5000	44174
60	4750	42981
60	4500	41562
60	4250	40256
60	4000	39185
60	3750	37672
60	3500	36274
60	3250	34384
60	3000	32907
60	2750	30974
60	2500	28812
60	2250	27074
60	2000	25542
60	1750	23528
60	1500	21272
60	1250	19051
60	1000	16490
60	750	13495
60	500	10634
60	250	6543
60	100	3650
60	75	3005
60	50	2555
60	25	1276
60	10000	65659
60	9750	64604
60	9500	63417
60	9250	62677
60	9000	61897
60	8750	60487
60	8500	59397
60	8250	58271
60	8000	57385
60	7750	56038
60	7500	55210
60	7250	54253
60	7000	52997
60	6750	52003
60	6500	50855
60	6250	49640
60	6000	48682
60	5750	47224
60	5500	46031
60	5250	44839
60	5000	43752
60	4750	42134
60	4500	40698
60	4250	39631
60	4000	38371
60	3750	37167
60	3500	35750
60	3250	34465
60	3000	32995
60	2750	31258
60	2500	29580
60	2250	27984
60	2000	26299
60	1750	24167
60	1500	21896
60	1250	19614
60	1000	17371
60	750	14511
60	500	12566
60	250	9660
60	100	5582
60	75	4306
60	50	3057
60	25	2342
60	10000	65605
60	9750	64747
60	9500	63582
60	9250	62811
60	9000	62133
60	8750	60982
60	8500	60009
60	8250	59071
60	8000	57611
60	7750	56687
60	7500	55664
60	7250	54658
60	7000	53156
60	6750	52018
60	6500	51024
60	6250	50058
60	6000	49144
60	5750	47886
60	5500	46696
60	5250	45733
60	5000	44685
60	4750	43260
60	4500	42263
60	4250	41027
60	4000	39250
60	3750	37410
60	3500	35753
60	3250	34635
60	3000	33464
60	2750	32014
60	2500	29928
60	2250	28388
60	2000	26406
60	1750	24710
60	1500	22818
60	1250	20960
60	1000	18084
60	750	15637
60	500	13034
60	250	7895
60	100	4741
60	75	3475
60	50	2837
60	25	1542
60	10000	65031
60	9750	64229
60	9500	63040
60	9250	61887
60	9000	60714
60	8750	59718
60	8500	59141
60	8250	58061
60	8000	57220
60	7750	56373
60	7500	55370
60	7250	54323
60	7000	53092
60	6750	52070
60	6500	50898
60	6250	49284
60	6000	48329
60	5750	47176
60	5500	46156
60	5250	44288
60	5000	42961
60	4750	41338
60	4500	39988
60	4250	38879
60	4000	37239
60	3750	35737
60	3500	34432
60	3250	32995
60	3000	31510
60	2750	29922
60	2500	28388
60	2250	26949
60	2000	25390
60	1750	23196
60	1500	21337
60	1250	19174
60	1000	16544
60	750	13790
60	500	11730
60	250	7703
60	100	4733
60	75	3691
60	50	3133
60	25	1482
50	10000	65675
50	9750	64807
50	9500	63905
50	9250	63032
50	9000	62233
50	8750	61427
50	8500	60458
50	8250	59662
50	8000	58893
50	7750	57263
50	7500	55792
50	7250	54747
50	7000	53689
50	6750	52480
50	6500	51635
50	6250	50229
50	6000	49294
50	5750	48119
50	5500	46579
50	5250	45525
50	5000	43975
50	4750	42649
50	4500	41460
50	4250	40010
50	4000	38857
50	3750	37683
50	3500	36220
50	3250	34766
50	3000	33092
50	2750	31171
50	2500	29522
50	2250	27906
50	2000	26214
50	1750	24115
50	1500	21789
50	1250	19870
50	1000	17551
50	750	14613
50	500	11531
50	250	6889
50	100	3767
50	75	3433
50	50	2583
50	25	1596
50	10000	65513
50	9750	64570
50	9500	63195
50	9250	62465
50	9000	61631
50	8750	60819
50	8500	60030
50	8250	58811
50	8000	57819
50	7750	56295
50	7500	54606
50	7250	53834
50	7000	52738
50	6750	51636
50	6500	50832
50	6250	49556
50	6000	48282
50	5750	46588
50	5500	45438
50	5250	44249
50	5000	42762
50	4750	41325
50	4500	40051
50	4250	38607
50	4000	37574
50	3750	36298
50	3500	35019
50	3250	33772
50	3000	32033
50	2750	31048
50	2500	29672
50	2250	28015
50	2000	26376
50	1750	24230
50	1500	22416
50	1250	20064
50	1000	17801
50	750	15230
50	500	12572
50	250	8657
50	100	5424
50	75	4612
50	50	3350
50	25	2777
50	10000	65549
50	9750	64835
50	9500	64259
50	9250	63365
50	9000	62391
50	8750	61624
50	8500	60771
50	8250	59934
50	8000	58483
50	7750	57455
50	7500	56525
50	7250	55722
50	7000	54719
50	6750	53633
50	6500	52375
50	6250	51344
50	6000	50423
50	5750	49134
50	5500	47055
50	5250	45819
50	5000	44752
50	4750	43436
50	4500	42202
50	4250	40972
50	4000	39694
50	3750	38213
50	3500	36399
50	3250	35061
50	3000	33198
50	2750	31533
50	2500	29720
50	2250	27984
50	2000	25973
50	1750	24418
50	1500	22505
50	1250	20107
50	1000	17582
50	750	15265
50	500	12287
50	250	8616
50	100	5215
50	75	4708
50	50	3342
50	25	2107
50	10000	65869
50	9750	64852
50	9500	64256
50	9250	63193
50	9000	62444
50	8750	61744
50	8500	60122
50	8250	58796
50	8000	57813
50	7750	56748
50	7500	55878
50	7250	54871
50	7000	53789
50	6750	52848
50	6500	51664
50	6250	50497
50	6000	49242
50	5750	48000
50	5500	46704
50	5250	45957
50	5000	44681
50	4750	43524
50	4500	42111
50	4250	40773
50	4000	39464
50	3750	37841
50	3500	36425
50	3250	34952
50	3000	33264
50	2750	31630
50	2500	29774
50	2250	28107
50	2000	26167
50	1750	24589
50	1500	22626
50	1250	19156
50	1000	16281
50	750	13881
50	500	10951
50	250	7088
50	100	4623
50	75	4039
50	50	2869
50	25	2207
50	10000	65412
50	9750	63841
50	9500	63002
50	9250	62004
50	9000	60995
50	8750	59982
50	8500	59125
50	8250	58222
50	8000	56885
50	7750	55755
50	7500	54431
50	7250	53474
50	7000	52531
50	6750	51432
50	6500	50423
50	6250	48989
50	6000	47771
50	5750	46376
50	5500	45225
50	5250	43983
50	5000	42839
50	4750	41595
50	4500	40528
50	4250	39387
50	4000	38009
50	3750	35891
50	3500	33979
50	3250	32545
50	3000	30964
50	2750	29851
50	2500	28300
50	2250	26473
50	2000	24914
50	1750	22943
50	1500	21322
50	1250	18944
50	1000	16499
50	750	13594
50	500	10295
50	250	7264
50	100	4749
50	75	4096
50	50	2905
50	25	1592
50	10000	64933
50	9750	64080
50	9500	63073
50	9250	62285
50	9000	61462
50	8750	60635
50	8500	59829
50	8250	59067
50	8000	58023
50	7750	57049
50	7500	56345
50	7250	55457
50	7000	54325
50	6750	53124
50	6500	52123
50	6250	50678
50	6000	49274
50	5750	48294
50	5500	47236
50	5250	46129
50	5000	44779
50	4750	43434
50	4500	41828
50	4250	40498
50	4000	39177
50	3750	37422
50	3500	36007
50	3250	34119
50	3000	32665
50	2750	31100
50	2500	28774
50	2250	26909
50	2000	25261
50	1750	23628
50	1500	22220
50	1250	19733
50	1000	17501
50	750	15168
50	500	11559
50	250	7922
50	100	4693
50	75	3940
50	50	3517
50	25	2468
50	10000	65381
50	9750	64522
50	9500	63716
50	9250	62653
50	9000	61972
50	8750	60786
50	8500	59871
50	8250	59097
50	8000	57853
50	7750	56989
50	7500	55926
50	7250	54860
50	7000	53639
50	6750	52830
50	6500	51657
50	6250	50444
50	6000	49363
50	5750	47924
50	5500	46617
50	5250	45522
50	5000	44222
50	4750	43030
50	4500	41610
50	4250	40300
50	4000	39229
50	3750	37718
50	3500	36316
50	3250	34424
50	3000	32947
50	2750	31012
50	2500	28850
50	2250	27112
50	2000	25578
50	1750	23560
50	1500	21306
50	1250	19081
50	1000	16525
50	750	13524
50	500	10663
50	250	6562
50	100	3657
50	75	3013
50	50	2570
50	25	1279
50	10000	65718
50	9750	64662
50	9500	63475
50	9250	62736
50	9000	61956
50	8750	60545
50	8500	59454
50	8250	58326
50	8000	57439
50	7750	56092
50	7500	55266
50	7250	54307
50	7000	53050
50	6750	52056
50	6500	50909
50	6250	49694
50	6000	48736
50	5750	47278
50	5500	46084
50	5250	44893
50	5000	43806
50	4750	42185
50	4500	40749
50	4250	39682
50	4000	38421
50	3750	37217
50	3500	35801
50	3250	34511
50	3000	33038
50	2750	31303
50	2500	29624
50	2250	28024
50	2000	26337
50	1750	24205
50	1500	21933
50	1250	19650
50	1000	17404
50	750	14542
50	500	12587
50	250	9683
50	100	5606
50	75	4326
50	50	3073
50	25	2350
50	10000	65663
50	9750	64804
50	9500	63639
50	9250	62868
50	9000	62191
50	8750	61039
50	8500	60069
50	8250	59129
50	8000	57668
50	7750	56746
50	7500	55723
50	7250	54716
50	7000	53214
50	6750	52075
50	6500	51080
50	6250	50113
50	6000	49201
50	5750	47943
50	5500	46752
50	5250	45788
50	5000	44738
50	4750	43315
50	4500	42318
50	4250	41079
50	4000	39302
50	3750	37462
50	3500	35801
50	3250	34684
50	3000	33513
50	2750	32060
50	2500	29973
50	2250	28433
50	2000	26448
50	1750	24753
50	1500	22861
50	1250	20999
50	1000	18119
50	750	15666
50	500	13060
50	250	7927
50	100	4761
50	75	3493
50	50	2852
50	25	1552
50	10000	65091
50	9750	64289
50	9500	63098
50	9250	61945
50	9000	60770
50	8750	59774
50	8500	59198
50	8250	58117
50	8000	57275
50	7750	56427
50	7500	55424
50	7250	54375
50	7000	53145
50	6750	52121
50	6500	50949
50	6250	49335
50	6000	48381
50	5750	47228
50	5500	46208
50	5250	44340
50	5000	43012
50	4750	41389
50	4500	40040
50	4250	38931
50	4000	37290
50	3750	35786
50	3500	34480
50	3250	33043
50	3000	31557
50	2750	29969
50	2500	28432
50	2250	26993
50	2000	25434
50	1750	23237
50	1500	21376
50	1250	19212
50	1000	16578
50	750	13820
50	500	11756
50	250	7726
50	100	4751
50	75	3706
50	50	3147
50	25	1493
99	10000	59325
99	9750	58506
99	9500	57777
99	9250	56930
99	9000	56275
99	8750	55577
99	8500	54709
99	8250	54026
99	8000	53380
99	7750	51886
99	7500	50551
99	7250	49561
99	7000	48629
99	6750	47515
99	6500	46734
99	6250	45545
99	6000	44739
99	5750	43730
99	5500	42289
99	5250	41235
99	5000	39832
99	4750	38564
99	4500	37511
99	4250	36176
99	4000	35111
99	3750	33994
99	3500	32672
99	3250	31380
99	3000	29915
99	2750	28080
99	2500	26515
99	2250	25030
99	2000	23487
99	1750	21626
99	1500	19461
99	1250	17642
99	1000	15602
99	750	12810
99	500	10194
99	250	6148
99	100	3426
99	75	2667
99	50	2238
99	25	1388
99	10000	59079
99	9750	58203
99	9500	56983
99	9250	56283
99	9000	55558
99	8750	54761
99	8500	54082
99	8250	52921
99	8000	52001
99	7750	50588
99	7500	49012
99	7250	48248
99	7000	47271
99	6750	46212
99	6500	45531
99	6250	44364
99	6000	43242
99	5750	41663
99	5500	40628
99	5250	39630
99	5000	38245
99	4750	36946
99	4500	35820
99	4250	34561
99	4000	33807
99	3750	32586
99	3500	31671
99	3250	30303
99	3000	28483
99	2750	27591
99	2500	26573
99	2250	24914
99	2000	23836
99	1750	21607
99	1500	20049
99	1250	17956
99	1000	16088
99	750	13595
99	500	11175
99	250	7413
99	100	4758
99	75	3743
99	50	2714
99	25	2288
99	10000	59204
99	9750	58552
99	9500	58086
99	9250	57255
99	9000	56341
99	8750	55555
99	8500	54872
99	8250	54051
99	8000	52780
99	7750	51766
99	7500	50926
99	7250	50200
99	7000	49304
99	6750	48323
99	6500	47176
99	6250	46202
99	6000	45430
99	5750	44186
99	5500	42268
99	5250	41101
99	5000	40139
99	4750	38850
99	4500	37762
99	4250	36657
99	4000	35577
99	3750	34147
99	3500	32540
99	3250	31261
99	3000	29635
99	2750	28065
99	2500	26446
99	2250	24806
99	2000	22961
99	1750	21572
99	1500	19803
99	1250	17526
99	1000	15198
99	750	13002
99	500	10529
99	250	7013
99	100	4229
99	75	3092
99	50	2300
99	25	1282
99	10000	59465
99	9750	58468
99	9500	57917
99	9250	56936
99	9000	56287
99	8750	55658
99	8500	54225
99	8250	52960
99	8000	52172
99	7750	51163
99	7500	50471
99	7250	49533
99	7000	48593
99	6750	47676
99	6500	46724
99	6250	45970
99	6000	44661
99	5750	43847
99	5500	42465
99	5250	41538
99	5000	40287
99	4750	39234
99	4500	38652
99	4250	37399
99	4000	36214
99	3750	34784
99	3500	33546
99	3250	32138
99	3000	30690
99	2750	29055
99	2500	27254
99	2250	25529
99	2000	23828
99	1750	21987
99	1500	20223
99	1250	17023
99	1000	14683
99	750	12201
99	500	9633
99	250	6262
99	100	4231
99	75	3480
99	50	2537
99	25	1988
99	10000	59043
99	9750	57542
99	9500	56815
99	9250	55887
99	9000	54965
99	8750	54005
99	8500	53280
99	8250	52389
99	8000	51189
99	7750	50153
99	7500	48980
99	7250	48047
99	7000	47195
99	6750	46156
99	6500	45307
99	6250	44003
99	6000	42965
99	5750	41729
99	5500	40866
99	5250	39697
99	5000	38873
99	4750	37467
99	4500	36468
99	4250	35106
99	4000	33848
99	3750	31940
99	3500	30218
99	3250	28953
99	3000	27453
99	2750	26430
99	2500	25081
99	2250	23375
99	2000	22111
99	1750	20171
99	1500	19112
99	1250	16971
99	1000	14648
99	750	11970
99	500	9202
99	250	6189
99	100	4073
99	75	3105
99	50	2432
99	25	1404
99	10000	58565
99	9750	57793
99	9500	56882
99	9250	56149
99	9000	55367
99	8750	54608
99	8500	53934
99	8250	53224
99	8000	52299
99	7750	51384
99	7500	50776
99	7250	50012
99	7000	48966
99	6750	47905
99	6500	47033
99	6250	45689
99	6000	44442
99	5750	43539
99	5500	42628
99	5250	41689
99	5000	40531
99	4750	39430
99	4500	37870
99	4250	36813
99	4000	35342
99	3750	33677
99	3500	32537
99	3250	30581
99	3000	29349
99	2750	27913
99	2500	25946
99	2250	24086
99	2000	22621
99	1750	21073
99	1500	19787
99	1250	17441
99	1000	15529
99	750	13374
99	500	10518
99	250	6777
99	100	4175
99	75	3047
99	50	2745
99	25	1991
99	10000	59015
99	9750	58261
99	9500	57538
99	9250	56582
99	9000	55971
99	8750	54838
99	8500	54081
99	8250	53316
99	8000	52270
99	7750	51444
99	7500	50489
99	7250	49471
99	7000	48433
99	6750	47611
99	6500	46501
99	6250	45399
99	6000	44469
99	5750	43127
99	5500	41959
99	5250	40902
99	5000	39789
99	4750	38635
99	4500	37340
99	4250	36101
99	4000	35068
99	3750	33646
99	3500	32426
99	3250	30670
99	3000	29370
99	2750	27555
99	2500	25627
99	2250	24061
99	2000	22670
99	1750	20826
99	1500	18863
99	1250	16852
99	1000	14549
99	750	11771
99	500	9448
99	250	5681
99	100	3121
99	75	2452
99	50	2233
99	25	1158
99	10000	59311
99	9750	58356
99	9500	57402
99	9250	56713
99	9000	56054
99	8750	54742
99	8500	53765
99	8250	52692
99	8000	51904
99	7750	50615
99	7500	49838
99	7250	48952
99	7000	47782
99	6750	46841
99	6500	45774
99	6250	44626
99	6000	43807
99	5750	42432
99	5500	41395
99	5250	40281
99	5000	39285
99	4750	37815
99	4500	36526
99	4250	35579
99	4000	34500
99	3750	33350
99	3500	32067
99	3250	30869
99	3000	29544
99	2750	28024
99	2500	26449
99	2250	24932
99	2000	23534
99	1750	21532
99	1500	19936
99	1250	17926
99	1000	15900
99	750	13047
99	500	11237
99	250	8334
99	100	5039
99	75	3460
99	50	2729
99	25	2215
99	10000	59231
99	9750	58493
99	9500	57440
99	9250	56785
99	9000	56207
99	8750	55121
99	8500	54277
99	8250	53443
99	8000	52165
99	7750	51211
99	7500	50344
99	7250	49388
99	7000	48008
99	6750	46985
99	6500	46175
99	6250	45284
99	6000	44467
99	5750	43274
99	5500	42181
99	5250	41229
99	5000	40291
99	4750	38972
99	4500	38115
99	4250	37004
99	4000	35501
99	3750	33872
99	3500	32328
99	3250	31320
99	3000	30346
99	2750	28841
99	2500	26942
99	2250	25355
99	2000	23598
99	1750	22029
99	1500	20347
99	1250	18588
99	1000	15942
99	750	14037
99	500	11598
99	250	6874
99	100	4406
99	75	3038
99	50	2532
99	25	1405
99	10000	58805
99	9750	58067
99	9500	56939
99	9250	55865
99	9000	54825
99	8750	53944
99	8500	53429
99	8250	52406
99	8000	51670
99	7750	50885
99	7500	49975
99	7250	48958
99	7000	47894
99	6750	46937
99	6500	45910
99	6250	44382
99	6000	43535
99	5750	42440
99	5500	41467
99	5250	39775
99	5000	38538
99	4750	37077
99	4500	35856
99	4250	34787
99	4000	33292
99	3750	31867
99	3500	30771
99	3250	29391
99	3000	28021
99	2750	26606
99	2500	25320
99	2250	23886
99	2000	22546
99	1750	20435
99	1500	18868
99	1250	16699
99	1000	14402
99	750	11938
99	500	10151
99	250	6687
99	100	4259
99	75	3057
99	50	2584
99	25	1356
98	10000	62889
98	9750	62040
98	9500	61185
98	9250	60322
98	9000	59559
98	8750	58834
98	8500	57895
98	8250	57145
98	8000	56416
98	7750	54845
98	7500	53436
98	7250	52429
98	7000	51394
98	6750	50250
98	6500	49435
98	6250	48114
98	6000	47218
98	5750	46105
98	5500	44604
98	5250	43577
98	5000	42055
98	4750	40758
98	4500	39602
98	4250	38219
98	4000	37102
98	3750	35970
98	3500	34601
98	3250	33207
98	3000	31624
98	2750	29739
98	2500	28115
98	2250	26535
98	2000	24883
98	1750	22903
98	1500	20671
98	1250	18792
